種類,価格情報区分,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,間取り,面積（㎡）,建築年,建物の構造,用途,今後の利用目的,都市計画,建ぺい率（％）,容積率（％）,取引時期,改装,取引の事情等,区,取引年,取引四半期,建築年_数値,築年数,最寄駅距離_分,㎡単価,夜間人口,昼間人口,昼夜間人口比率
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,五番町,市ケ谷,3,100000000,２ＬＤＫ,50,1971年,ＳＲＣ,,住宅,１種住居,60.0,400.0,2023年第3四半期,改装済み,,千代田区,2023,3,1971.0,52.0,3.0,2000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,五番町,市ケ谷,3,170000000,３ＬＤＫ,90,1971年,ＳＲＣ,,住宅,１種住居,60.0,400.0,2023年第3四半期,改装済み,,千代田区,2023,3,1971.0,52.0,3.0,1888888.888888889,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,五番町,市ケ谷,3,180000000,３ＬＤＫ,95,2003年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2022年第4四半期,未改装,,千代田区,2022,4,2003.0,19.0,3.0,1894736.8421052631,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,五番町,市ケ谷,4,60000000,２ＬＤＫ,50,1982年,ＳＲＣ,住宅,住宅,商業,80.0,500.0,2022年第3四半期,未改装,,千代田区,2022,3,1982.0,40.0,4.0,1200000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,五番町,市ケ谷,4,77000000,１ＬＤＫ,45,2014年,ＲＣ,住宅,住宅,２種住居,60.0,400.0,2022年第2四半期,未改装,,千代田区,2022,2,2014.0,8.0,4.0,1711111.111111111,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,五番町,市ケ谷,3,160000000,３ＬＤＫ,90,1971年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2022年第1四半期,改装済み,,千代田区,2022,1,1971.0,51.0,3.0,1777777.7777777778,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,五番町,市ケ谷,3,33000000,１Ｋ,25,2000年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2021年第4四半期,未改装,,千代田区,2021,4,2000.0,21.0,3.0,1320000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,五番町,市ケ谷,4,27000000,１ＤＫ,35,1982年,ＳＲＣ,住宅,その他,商業,80.0,500.0,2021年第4四半期,未改装,,千代田区,2021,4,1982.0,39.0,4.0,771428.5714285715,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,五番町,市ケ谷,3,190000000,２ＬＤＫ,90,2003年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2021年第4四半期,改装済み,,千代田区,2021,4,2003.0,18.0,3.0,2111111.111111111,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,五番町,市ケ谷,4,44000000,１ＬＤＫ,45,1982年,ＳＲＣ,,その他,商業,80.0,500.0,2021年第4四半期,未改装,,千代田区,2021,4,1982.0,39.0,4.0,977777.7777777778,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,五番町,市ケ谷,3,49000000,１ＬＤＫ,50,1982年,ＳＲＣ,,その他,商業,80.0,500.0,2021年第4四半期,未改装,,千代田区,2021,4,1982.0,39.0,3.0,980000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,五番町,市ケ谷,1,45000000,２ＬＤＫ,65,1979年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2021年第2四半期,未改装,,千代田区,2021,2,1979.0,42.0,1.0,692307.6923076923,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,五番町,市ケ谷,4,30000000,１Ｋ,30,1982年,ＳＲＣ,事務所,住宅,商業,80.0,500.0,2021年第1四半期,未改装,,千代田区,2021,1,1982.0,39.0,4.0,1000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,3,90000000,１ＬＤＫ,50,1985年,ＲＣ,住宅,住宅,商業,80.0,500.0,2025年第2四半期,未改装,,千代田区,2025,2,1985.0,40.0,3.0,1800000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,5,120000000,２ＬＤＫ,80,1969年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2025年第1四半期,改装済み,,千代田区,2025,1,1969.0,56.0,5.0,1500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,7,460000000,,110,2024年,ＲＣ,住宅,その他,２種住居,80.0,500.0,2024年第4四半期,,,千代田区,2024,4,2024.0,0.0,7.0,4181818.1818181816,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,4,220000000,２ＬＤＫ,70,2017年,ＲＣ,,住宅,商業,80.0,500.0,2024年第2四半期,未改装,,千代田区,2024,2,2017.0,7.0,4.0,3142857.1428571427,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,6,32000000,１Ｋ,25,1970年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2024年第2四半期,改装済み,,千代田区,2024,2,1970.0,54.0,6.0,1280000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,4,25000000,１ＤＫ,20,2003年,ＳＲＣ,,住宅,商業,80.0,500.0,2024年第1四半期,未改装,,千代田区,2024,1,2003.0,21.0,4.0,1250000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,6,37000000,１Ｋ,35,1970年,ＳＲＣ,,住宅,１種住居,60.0,400.0,2024年第1四半期,改装済み,,千代田区,2024,1,1970.0,54.0,6.0,1057142.857142857,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,4,270000000,２ＤＫ,80,2017年,ＲＣ,,住宅,商業,80.0,500.0,2024年第1四半期,改装済み,,千代田区,2024,1,2017.0,7.0,4.0,3375000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,3,31000000,１Ｋ,25,1985年,ＲＣ,住宅,事務所,商業,80.0,500.0,2023年第3四半期,改装済み,,千代田区,2023,3,1985.0,38.0,3.0,1240000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,5,110000000,３ＬＤＫ,80,1969年,ＳＲＣ,,住宅,１種住居,60.0,400.0,2023年第2四半期,改装済み,,千代田区,2023,2,1969.0,54.0,5.0,1375000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,6,24000000,,35,1970年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2022年第4四半期,未改装,,千代田区,2022,4,1970.0,52.0,6.0,685714.2857142857,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,5,59000000,２ＬＤＫ,55,1969年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2022年第4四半期,未改装,,千代田区,2022,4,1969.0,53.0,5.0,1072727.2727272727,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,5,57000000,１ＬＤＫ,45,1969年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2022年第4四半期,改装済み,,千代田区,2022,4,1969.0,53.0,5.0,1266666.6666666667,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,4,74000000,２ＬＤＫ,60,1969年,ＳＲＣ,,住宅,１種住居,60.0,400.0,2022年第4四半期,改装済み,,千代田区,2022,4,1969.0,53.0,4.0,1233333.3333333333,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,3,41000000,１ＤＫ,40,1985年,ＲＣ,住宅,事務所,商業,80.0,500.0,2022年第3四半期,未改装,,千代田区,2022,3,1985.0,37.0,3.0,1025000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,3,77000000,２ＬＤＫ,55,,ＲＣ,,住宅,商業,80.0,500.0,2022年第3四半期,未改装,,千代田区,2022,3,,,3.0,1400000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,6,44000000,１ＬＤＫ,45,1970年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2022年第1四半期,改装済み,,千代田区,2022,1,1970.0,52.0,6.0,977777.7777777778,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,6,22000000,１Ｒ,30,1970年,ＳＲＣ,住宅,その他,１種住居,60.0,400.0,2021年第4四半期,未改装,,千代田区,2021,4,1970.0,51.0,6.0,733333.3333333334,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,3,26000000,１Ｋ,25,1985年,ＲＣ,住宅,住宅,商業,80.0,500.0,2021年第3四半期,未改装,,千代田区,2021,3,1985.0,36.0,3.0,1040000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,市ケ谷,6,29000000,１ＤＫ,40,1970年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2021年第1四半期,未改装,,千代田区,2021,1,1970.0,51.0,6.0,725000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,6,57000000,１ＬＤＫ,35,1977年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2025年第4四半期,改装済み,,千代田区,2025,4,1977.0,48.0,6.0,1628571.4285714286,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,3,220000000,２ＬＤＫ,60,2008年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2025年第4四半期,未改装,,千代田区,2025,4,2008.0,17.0,3.0,3666666.6666666665,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,7,46000000,１ＤＫ,35,1970年,ＳＲＣ,事務所,事務所,１種住居,60.0,400.0,2025年第4四半期,未改装,,千代田区,2025,4,1970.0,55.0,7.0,1314285.7142857143,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,5,320000000,２ＬＤＫ,85,2003年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2025年第3四半期,改装済み,,千代田区,2025,3,2003.0,22.0,5.0,3764705.882352941,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,6,33000000,１Ｋ,20,2002年,ＲＣ,住宅,,１種住居,60.0,400.0,2025年第3四半期,未改装,,千代田区,2025,3,2002.0,23.0,6.0,1650000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,3,290000000,,85,2003年,ＲＣ,住宅,,２種住居,80.0,500.0,2025年第2四半期,,,千代田区,2025,2,2003.0,22.0,3.0,3411764.705882353,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,7,280000000,,80,2018年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2025年第2四半期,,,千代田区,2025,2,2018.0,7.0,7.0,3500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,6,800000000,１ＬＤＫ,70,2015年,ＲＣ,住宅,その他,２種住居,60.0,400.0,2025年第1四半期,未改装,,千代田区,2025,1,2015.0,10.0,6.0,11428571.42857143,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,3,260000000,２ＬＤＫ,85,2003年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2025年第1四半期,未改装,,千代田区,2025,1,2003.0,22.0,3.0,3058823.529411765,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,5,220000000,２ＬＤＫ,85,2003年,ＲＣ,,住宅,１種住居,60.0,400.0,2024年第3四半期,,,千代田区,2024,3,2003.0,21.0,5.0,2588235.294117647,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,5,20000000,１Ｋ,15,1986年,ＲＣ,,住宅,２種住居,80.0,500.0,2024年第1四半期,未改装,,千代田区,2024,1,1986.0,38.0,5.0,1333333.3333333333,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,3,320000000,２ＬＤＫ,125,2008年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2024年第1四半期,未改装,,千代田区,2024,1,2008.0,16.0,3.0,2560000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,4,300000000,３ＬＤＫ,85,2014年,ＲＣ,,住宅,２種住居,60.0,400.0,2023年第3四半期,,,千代田区,2023,3,2014.0,9.0,4.0,3529411.7647058824,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,3,480000000,,320,2003年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2023年第3四半期,,,千代田区,2023,3,2003.0,20.0,3.0,1500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,4,200000000,３ＬＤＫ,95,1971年,ＳＲＣ,住宅,住宅,２種住居,80.0,500.0,2023年第3四半期,改装済み,,千代田区,2023,3,1971.0,52.0,4.0,2105263.1578947366,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,5,330000000,３ＬＤＫ,125,2003年,ＲＣ,,住宅,１種住居,60.0,400.0,2023年第2四半期,未改装,,千代田区,2023,2,2003.0,20.0,5.0,2640000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,4,15000000,１Ｋ,20,1986年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2022年第4四半期,未改装,,千代田区,2022,4,1986.0,36.0,4.0,750000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,4,180000000,２ＬＤＫ,100,2005年,ＲＣ,,住宅,１種住居,60.0,400.0,2022年第4四半期,,,千代田区,2022,4,2005.0,17.0,4.0,1800000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,4,160000000,２ＬＤＫ,55,2014年,ＲＣ,住宅,住宅,２種住居,60.0,400.0,2022年第4四半期,改装済み,,千代田区,2022,4,2014.0,8.0,4.0,2909090.909090909,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,6,23000000,１Ｋ,20,1977年,ＲＣ,,住宅,１種住居,60.0,400.0,2022年第3四半期,改装済み,,千代田区,2022,3,1977.0,45.0,6.0,1150000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,4,20000000,１Ｋ,20,1986年,ＲＣ,,住宅,２種住居,80.0,500.0,2022年第2四半期,改装済み,,千代田区,2022,2,1986.0,36.0,4.0,1000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,4,200000000,１ＬＤＫ,70,2005年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2022年第2四半期,改装済み,,千代田区,2022,2,2005.0,17.0,4.0,2857142.8571428573,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,6,27000000,１Ｋ,20,2002年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2022年第2四半期,改装済み,,千代田区,2022,2,2002.0,20.0,6.0,1350000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,6,18000000,１Ｒ,20,1977年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2022年第1四半期,未改装,,千代田区,2022,1,1977.0,45.0,6.0,900000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,6,170000000,３ＬＤＫ,90,2001年,ＳＲＣ,住宅,住宅,２種住居,60.0,400.0,2022年第1四半期,改装済み,,千代田区,2022,1,2001.0,21.0,6.0,1888888.888888889,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,5,33000000,１Ｋ,25,2005年,ＲＣ,,住宅,２種住居,60.0,400.0,2022年第1四半期,未改装,,千代田区,2022,1,2005.0,17.0,5.0,1320000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,3,190000000,２ＬＤＫ,85,2003年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2022年第1四半期,未改装,,千代田区,2022,1,2003.0,19.0,3.0,2235294.117647059,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,4,140000000,２ＬＤＫ,90,1971年,ＳＲＣ,住宅,住宅,２種住居,80.0,500.0,2021年第4四半期,未改装,,千代田区,2021,4,1971.0,50.0,4.0,1555555.5555555555,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,5,240000000,３ＬＤＫ,125,2003年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2021年第2四半期,改装済み,,千代田区,2021,2,2003.0,18.0,5.0,1920000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,4,150000000,,70,2014年,ＲＣ,住宅,その他,２種住居,60.0,400.0,2021年第2四半期,,,千代田区,2021,2,2014.0,7.0,4.0,2142857.1428571427,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,4,120000000,２ＬＤＫ,65,2014年,ＲＣ,住宅,住宅,２種住居,60.0,400.0,2021年第1四半期,未改装,,千代田区,2021,1,2014.0,7.0,4.0,1846153.8461538462,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,6,130000000,３ＬＤＫ,90,2001年,ＳＲＣ,住宅,住宅,２種住居,60.0,400.0,2021年第1四半期,未改装,,千代田区,2021,1,2001.0,20.0,6.0,1444444.4444444445,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,三番町,半蔵門,4,230000000,３ＬＤＫ,95,2014年,ＲＣ,住宅,住宅,２種住居,60.0,400.0,2021年第1四半期,未改装,,千代田区,2021,1,2014.0,7.0,4.0,2421052.6315789474,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,130000000,１ＬＤＫ,50,2004年,ＲＣ,,住宅,商業,80.0,800.0,2025年第3四半期,未改装,,千代田区,2025,3,2004.0,21.0,2.0,2600000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,280000000,２ＬＤＫ,90,2004年,ＲＣ,住宅,住宅,商業,80.0,800.0,2025年第2四半期,未改装,,千代田区,2025,2,2004.0,21.0,2.0,3111111.111111111,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,160000000,,60,2004年,ＲＣ,,,商業,80.0,800.0,2025年第2四半期,,,千代田区,2025,2,2004.0,21.0,2.0,2666666.6666666665,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,5,99000000,２ＬＤＫ,60,2004年,ＲＣ,住宅,住宅,商業,80.0,800.0,2024年第4四半期,未改装,,千代田区,2024,4,2004.0,20.0,5.0,1650000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,210000000,３ＬＤＫ,80,2004年,ＲＣ,住宅,住宅,商業,80.0,800.0,2024年第4四半期,,,千代田区,2024,4,2004.0,20.0,2.0,2625000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,5,130000000,２ＬＤＫ,70,2004年,ＲＣ,住宅,住宅,商業,80.0,800.0,2024年第2四半期,未改装,,千代田区,2024,2,2004.0,20.0,5.0,1857142.857142857,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,60000000,１ＤＫ,45,2004年,ＲＣ,住宅,住宅,商業,80.0,800.0,2024年第2四半期,,,千代田区,2024,2,2004.0,20.0,2.0,1333333.3333333333,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,6,99000000,２ＬＤＫ,50,2019年,ＲＣ,,住宅,,,,2024年第1四半期,未改装,,千代田区,2024,1,2019.0,5.0,6.0,1980000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,6,64000000,１Ｒ,40,2019年,ＲＣ,住宅,住宅,商業,80.0,600.0,2023年第3四半期,未改装,,千代田区,2023,3,2019.0,4.0,6.0,1600000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,6,88000000,２ＬＤＫ,50,2019年,ＲＣ,住宅,住宅,商業,80.0,600.0,2023年第2四半期,未改装,,千代田区,2023,2,2019.0,4.0,6.0,1760000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,150000000,３ＬＤＫ,90,2004年,ＲＣ,,住宅,商業,80.0,800.0,2023年第2四半期,未改装,,千代田区,2023,2,2004.0,19.0,2.0,1666666.6666666667,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,3,22000000,１Ｋ,20,2003年,ＳＲＣ,住宅,その他,商業,80.0,600.0,2023年第1四半期,未改装,,千代田区,2023,1,2003.0,20.0,3.0,1100000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,81000000,１ＬＤＫ,45,2004年,ＲＣ,,事務所,商業,80.0,800.0,2023年第1四半期,未改装,,千代田区,2023,1,2004.0,19.0,2.0,1800000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,160000000,,95,2004年,ＲＣ,住宅,住宅,商業,80.0,800.0,2022年第4四半期,未改装,,千代田区,2022,4,2004.0,18.0,2.0,1684210.5263157894,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,7,120000000,３ＬＤＫ,65,2022年,ＲＣ,住宅,住宅,商業,80.0,500.0,2022年第4四半期,未改装,,千代田区,2022,4,2022.0,0.0,7.0,1846153.8461538462,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,130000000,２ＬＤＫ,75,2004年,ＲＣ,住宅,住宅,商業,80.0,800.0,2022年第4四半期,,,千代田区,2022,4,2004.0,18.0,2.0,1733333.3333333333,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,140000000,２ＬＤＫ,80,2004年,ＲＣ,住宅,住宅,商業,80.0,800.0,2022年第4四半期,未改装,,千代田区,2022,4,2004.0,18.0,2.0,1750000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,6,45000000,１ＤＫ,30,2019年,ＲＣ,,住宅,,,,2022年第2四半期,未改装,,千代田区,2022,2,2019.0,3.0,6.0,1500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,3,26000000,１Ｋ,20,2003年,ＳＲＣ,住宅,,商業,80.0,600.0,2022年第2四半期,未改装,,千代田区,2022,2,2003.0,19.0,3.0,1300000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,73000000,１ＬＤＫ,65,2004年,ＲＣ,住宅,住宅,商業,80.0,800.0,2022年第1四半期,未改装,,千代田区,2022,1,2004.0,18.0,2.0,1123076.923076923,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,5,84000000,,55,2019年,ＲＣ,住宅,住宅,商業,80.0,600.0,2022年第1四半期,,,千代田区,2022,1,2019.0,3.0,5.0,1527272.7272727273,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,150000000,４ＬＤＫ,125,2004年,ＲＣ,住宅,住宅,商業,80.0,800.0,2021年第3四半期,未改装,,千代田区,2021,3,2004.0,17.0,2.0,1200000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,6,46000000,１ＤＫ,30,2019年,ＲＣ,,住宅,,,,2021年第3四半期,,,千代田区,2021,3,2019.0,2.0,6.0,1533333.3333333333,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,3,25000000,１Ｋ,20,2003年,ＳＲＣ,,住宅,商業,80.0,600.0,2021年第3四半期,,,千代田区,2021,3,2003.0,18.0,3.0,1250000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,73000000,１ＬＤＫ,55,2004年,ＲＣ,,住宅,商業,80.0,800.0,2021年第2四半期,,,千代田区,2021,2,2004.0,17.0,2.0,1327272.7272727273,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,3,20000000,１Ｋ,20,2003年,ＳＲＣ,住宅,その他,商業,80.0,600.0,2021年第2四半期,未改装,,千代田区,2021,2,2003.0,18.0,3.0,1000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,94000000,２ＬＤＫ,60,2004年,ＲＣ,住宅,住宅,商業,80.0,800.0,2021年第2四半期,改装済み,,千代田区,2021,2,2004.0,17.0,2.0,1566666.6666666667,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,2,80000000,２ＬＤＫ,70,2004年,ＲＣ,,その他,商業,80.0,800.0,2021年第1四半期,未改装,,千代田区,2021,1,2004.0,17.0,2.0,1142857.142857143,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,秋葉原,3,25000000,１Ｋ,20,2003年,ＳＲＣ,,その他,商業,80.0,600.0,2021年第1四半期,未改装,,千代田区,2021,1,2003.0,18.0,3.0,1250000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,御茶ノ水,4,30000000,１Ｋ,20,2004年,ＳＲＣ,,住宅,商業,80.0,500.0,2025年第4四半期,未改装,,千代田区,2025,4,2004.0,21.0,4.0,1500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,外神田,御茶ノ水,5,44000000,,30,2010年,ＳＲＣ,,住宅,商業,80.0,500.0,2024年第1四半期,未改装,,千代田区,2024,1,2010.0,14.0,5.0,1466666.6666666667,66680,903780,1355.39892
